order_id,customer_name,date,gender,email,phone_number,category,price,quantity,customer_rating
ORD-00452,Olivia Toekoen,8/26/2026,femal,olivia.toekoen11@outlook.com,(914) 812-8310,electronics!,78.98,7,1.1
,,8/26/2026,Other,esther.jackson59@gmail.com,(720) 786-7484,Clothing,199.08,10,2.2
ORD-00454,x,8/26/2026,Other,charity.payet33@gmail.com,(865) 917-3819,Beauty,373.87,2,2.1
ORD-00455,Hanna Iyer,8/27/2026,Female,hanna.iyer14@gmail.com,(619) 760-4229,Grocery,485.93,,3
ORD-00456,Elnur Munishi,8/26/2026,Male,elnur.munishi36@gmail.com,(901) 665-7286,Grocery,298.86,,1.9
ORD-00457,Natasha Al-Balushi,8/27/2026,Female,natasha.al-balushi32@icloud.com,,Electronics,353.97,8,2.9
,Salvador Ryan,8/27/2026,Male,not-an-email,(860) 787-3140,Electronics,95.86,8,4
ORD-00459,Selwyn Hanni,8/27/2026,Male,selwyn.hanni21@gmail.com,(205) 319-0749,Home,236.18,1,2
ORD-00460,Nikša Kereama,8/28/2026,Male,,(415) 796-5932,Toys,,7,1.3
ORD-00461,Sarah Prieto,8/28/2026,Female,sarah.prieto18@gmail.com,,Electronics,273.67,5,1.5
ORD-00462,Marion Ferrer,8/28/2026,Other,marion.ferrer14@gmail.com,+,Toys,187.97,,2.9
ORD-00463,Melina Adhiambo,8/28/2026,Female,melina.adhiambo6@icloud.com,(801) 489-8533,Grocery,11.77,10,1.1
ORD-00464,Weldu Khakhaleishvili,8/28/2026,Other,weldu.khakhaleishvili10@icloud.com,(904) 736-8581,Home,198.34,7,1.4
ORD-00465,Zoran Romero,8/28/2026,Male,zoran.romero47@icloud.com,,123,403.07,4,3.3
ORD-00466,Naima Abdulla,8/28/2026,Other,naima.abdulla82@gmail.com,(225) 288-4377,Electronics,304.71,5,3
ORD-00467,Joséphine Hadjigeorgiou,8/29/2026,Female,joséphine.hadjigeorgiou15@icloud.com,(678) 893-3041,Toys,79.03,5,3.7
ORD-00468,Nancy Coffie,8/29/2026,Female,nancy.coffie74@gmail.com,(814) 672-8316,Home,181.68,5,2.1
ORD-00469,Wajdi Frolov,8/29/2026,Other,not-an-email,(601) 984-7713,Grocery,440.67,zero,-2
ORD-00470,Eigamoiya Kyaw Myint,8/29/2026,Female,eigamoiya.kyaw myint9@icloud.com,(410) 471-5286,Home,41.77,8,1.3
ORD-00471,12345,next tuesday,Male,frankie.reece51@yahoo.com,(910) 710-2521,Beauty,228.05,,2.4
ORD-00472,Francis Arancibia,8/29/2026,Other,francis.arancibia26@icloud.com,(334) 552-0984,Clothing,417.97,,3.2
ORD-00473,Hussein Al-Haj,8/30/2026,Male,hussein.al-haj89@comcast.net,(213) 795-5003,Grocery,92.38,6,2.3
ORD-00474,Fadi Ulate,8/30/2026,Male,fadi.ulate82@gmail.com,(757) 483-6366,Electronics,444.9,2,
ORD-00475,Sara Al-Dawood,8/30/2026,Female,user.com,(610) 861-7563,Electronics,125.78,6,1.8
ORD-00476,Ogulsapar Delos Santos,8/30/2026,Male,ogulsapar.delos santos40@me.com,(602) 706-9417,,232.37,7,N/A
ORD-00477,Abdoulaye Al-Zahra,8/30/2026,Male,abdoulaye.al-zahra37@gmail.com,(651) 680-6521,Grocery,10.05,6,3.2
ORD-00478,Yasmine Tate,8/31/2026,Other,yasmine.tate77@gmail.com,(305) 792-8570,Clothing,212.01,3,2.5
ORD-00479,Tawfiq Tabidze,8/31/2026,Other,tawfiq.tabidze31@yahoo.com,(704) 824-3553,Electronics,382.42,5,1.4
ORD-00480,Muna Daramy,8/31/2026,Female,,(412) 873-4429,Grocery,173.37,5,2.1
ORD-00481,Christophe Jaiswal,8/31/2026,Male,christophe.jaiswal1@gmail.com,(724) 301-6680,Electronics,16.43,3,4.5
ORD-00482,Rhea Ribeiro,8/31/2026,Unknown123,rhea.ribeiro26@gmail.com,(201) 687-9148,Electronics,217.85,6,1
ORD-00483,Jacqueline Grant,8/31/2026,Other,jacqueline.grant68@gmail.com,(515) 978-1979,Beauty,166.89,,2
ORD-00484,Yaya Cordova,9/1/2026,Other,yaya.cordova57@gmail.com,(518) 233-3072,Grocery,435.53,10,
ORD-00485,Xavier Shapira,next tuesday,Other,xavier.shapira92@gmail.com,(480) 924-3618,Grocery,224.58,7,1.5
ORD-00486,Ece Hubert,9/1/2026,Other,ece.hubert53@gmail.com,(209) 480-8117,Home,151.27,6,4.6
